Year,Country,atc_level,Name,ddd,Percent
2004,Slovakia,J01A,Tetracyclines,2.401,0.1116889921982796
2004,Slovakia,J01B,Amphenicols,0.002,7.524832645767455e-05
2004,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",10.652,0.4956728256747103
2004,Slovakia,J01D,Other beta-lactam antibacterials,2.486,0.1156611451985564
2004,Slovakia,J01E,Sulfonamides and trimethoprim,0.839,0.0390046931315542
2004,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",3.457,0.1608596085877094
2004,Slovakia,J01G,Aminoglycoside antibacterials,0.079,0.0036379796964472
2004,Slovakia,J01M,Quinolone antibacterials,1.546,0.0719297216928779
2004,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2004,Slovakia,J01X,Other antibacterials,0.032,0.001469785493407
2005,Slovakia,J01A,Tetracyclines,2.332,0.0969576000270857
2005,Slovakia,J01B,Amphenicols,0.002,6.334711164206777e-05
2005,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",10.94,0.455012237264423
2005,Slovakia,J01D,Other beta-lactam antibacterials,3.918,0.1629346358464459
2005,Slovakia,J01E,Sulfonamides and trimethoprim,0.77,0.0320135006296029
2005,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",4.025,0.1673793320710496
2005,Slovakia,J01G,Aminoglycoside antibacterials,0.082,0.0033865540577131
2005,Slovakia,J01M,Quinolone antibacterials,1.938,0.080600028167212
2005,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2005,Slovakia,J01X,Other antibacterials,0.04,0.0016527648248254
2006,Slovakia,J01A,Tetracyclines,1.952,0.0907123057653639
2006,Slovakia,J01B,Amphenicols,0.002,6.368082020152702e-05
2006,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",8.324,0.3869032816632427
2006,Slovakia,J01D,Other beta-lactam antibacterials,3.396,0.1578251503169492
2006,Slovakia,J01E,Sulfonamides and trimethoprim,0.641,0.029792490701903
2006,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",5.062,0.2352755766577163
2006,Slovakia,J01G,Aminoglycoside antibacterials,0.077,0.0035475794734312
2006,Slovakia,J01M,Quinolone antibacterials,2.005,0.0931624369432053
2006,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2006,Slovakia,J01X,Other antibacterials,0.059,0.0027174976579867
2007,Slovakia,J01A,Tetracyclines,1.549,0.0650591409302464
2007,Slovakia,J01B,Amphenicols,0.001,8.991623084605711e-06
2007,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",8.549,0.3591753000954204
2007,Slovakia,J01D,Other beta-lactam antibacterials,4.247,0.1784094322966496
2007,Slovakia,J01E,Sulfonamides and trimethoprim,0.561,0.023549439010955
2007,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.462,0.2714983195328726
2007,Slovakia,J01G,Aminoglycoside antibacterials,0.076,0.0031660177151781
2007,Slovakia,J01M,Quinolone antibacterials,2.289,0.0961733080727548
2007,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2007,Slovakia,J01X,Other antibacterials,0.071,0.0029600507228382
2008,Slovakia,J01A,Tetracyclines,1.535,0.0684205650665082
2008,Slovakia,J01B,Amphenicols,0.001,2.591348490923077e-05
2008,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",7.632,0.3403878521686086
2008,Slovakia,J01D,Other beta-lactam antibacterials,4.387,0.1956337874199531
2008,Slovakia,J01E,Sulfonamides and trimethoprim,0.513,0.0228775484362505
2008,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.01,0.268045653583806
2008,Slovakia,J01G,Aminoglycoside antibacterials,0.069,0.0030584602421354
2008,Slovakia,J01M,Quinolone antibacterials,2.206,0.098387257987118
2008,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2008,Slovakia,J01X,Other antibacterials,0.071,0.0031629616107108
2009,Slovakia,J01A,Tetracyclines,1.523,0.0663099453503919
2009,Slovakia,J01B,Amphenicols,0.001,1.76875081712149e-05
2009,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",7.685,0.3347577005246088
2009,Slovakia,J01D,Other beta-lactam antibacterials,4.634,0.2018655267546869
2009,Slovakia,J01E,Sulfonamides and trimethoprim,0.464,0.020201007639043
2009,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.196,0.2699190857492574
2009,Slovakia,J01G,Aminoglycoside antibacterials,0.068,0.0029220112021175
2009,Slovakia,J01M,Quinolone antibacterials,2.307,0.1004816447883953
2009,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2009,Slovakia,J01X,Other antibacterials,0.081,0.0035253904833277
2011,Slovakia,J01A,Tetracyclines,1.452,0.0679256688382735
2011,Slovakia,J01B,Amphenicols,0.001,2.054572631576189e-05
2011,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",6.897,0.322782533455603
2011,Slovakia,J01D,Other beta-lactam antibacterials,3.881,0.1816121459220197
2011,Slovakia,J01E,Sulfonamides and trimethoprim,0.405,0.0189272004543086
2011,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",5.761,0.2696134698343341
2011,Slovakia,J01G,Aminoglycoside antibacterials,0.171,0.0079570462340619
2011,Slovakia,J01M,Quinolone antibacterials,2.413,0.1128959112319789
2011,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2011,Slovakia,J01X,Other antibacterials,0.391,0.0182654783031046
2012,Slovakia,J01A,Tetracyclines,1.397,0.0708281293876001
2012,Slovakia,J01B,Amphenicols,0.001,2.96680058855238e-05
2012,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",6.469,0.3280358446311382
2012,Slovakia,J01D,Other beta-lactam antibacterials,4.013,0.20350862459074
2012,Slovakia,J01E,Sulfonamides and trimethoprim,0.372,0.0188359887212891
2012,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",5.009,0.25398602337707
2012,Slovakia,J01G,Aminoglycoside antibacterials,0.072,0.0036368410907054
2012,Slovakia,J01M,Quinolone antibacterials,2.198,0.1114404851434037
2012,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2012,Slovakia,J01X,Other antibacterials,0.192,0.0096983950521677
2013,Slovakia,J01A,Tetracyclines,1.613,0.0696424800772082
2013,Slovakia,J01B,Amphenicols,0.001,1.994978009901482e-05
2013,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",7.133,0.3080069435598266
2013,Slovakia,J01D,Other beta-lactam antibacterials,5.15,0.2223811055719044
2013,Slovakia,J01E,Sulfonamides and trimethoprim,0.42,0.0180985527773159
2013,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.037,0.2606820924814806
2013,Slovakia,J01G,Aminoglycoside antibacterials,0.082,0.0035291679171263
2013,Slovakia,J01M,Quinolone antibacterials,2.45,0.1057608660449993
2013,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2013,Slovakia,J01X,Other antibacterials,0.276,0.0118788417900393
2014,Slovakia,J01A,Tetracyclines,1.706,0.0805456171587402
2014,Slovakia,J01B,Amphenicols,0.001,1.874788053321617e-05
2014,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",6.952,0.328265848912767
2014,Slovakia,J01D,Other beta-lactam antibacterials,5.053,0.2386019615761008
2014,Slovakia,J01E,Sulfonamides and trimethoprim,0.453,0.0213627612407356
2014,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",5.75,0.2715307956132982
2014,Slovakia,J01G,Aminoglycoside antibacterials,0.084,0.0039412106134537
2014,Slovakia,J01M,Quinolone antibacterials,0.922,0.0435122251056598
2014,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2014,Slovakia,J01X,Other antibacterials,0.259,0.0122208318987112
2015,Slovakia,J01A,Tetracyclines,1.77,0.0731259465031424
2015,Slovakia,J01B,Amphenicols,0.001,9.668524951653244e-06
2015,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",7.105,0.2935414170685991
2015,Slovakia,J01D,Other beta-lactam antibacterials,5.447,0.2250532636560477
2015,Slovakia,J01E,Sulfonamides and trimethoprim,0.487,0.0200964009783555
2015,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.357,0.2626491989751033
2015,Slovakia,J01G,Aminoglycoside antibacterials,0.092,0.0037975404264166
2015,Slovakia,J01M,Quinolone antibacterials,2.709,0.1119278856952272
2015,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2015,Slovakia,J01X,Other antibacterials,0.238,0.0097986781721562
2016,Slovakia,J01A,Tetracyclines,1.711,0.0724176746474405
2016,Slovakia,J01B,Amphenicols,0.001,9.358871165991268e-06
2016,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",6.803,0.2880765567518772
2016,Slovakia,J01D,Other beta-lactam antibacterials,5.372,0.2274574119485852
2016,Slovakia,J01E,Sulfonamides and trimethoprim,1.244,0.0526519081362002
2016,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",5.589,0.2366717923072535
2016,Slovakia,J01G,Aminoglycoside antibacterials,0.079,0.0033191384807604
2016,Slovakia,J01M,Quinolone antibacterials,2.551,0.1080119178660385
2016,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2016,Slovakia,J01X,Other antibacterials,0.269,0.0113842409906784
2017,Slovakia,J01A,Tetracyclines,1.658,0.0829904527115618
2017,Slovakia,J01B,Amphenicols,0.001,1.952523343543028e-05
2017,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",5.369,0.2687537238750499
2017,Slovakia,J01D,Other beta-lactam antibacterials,5.004,0.2504821606202776
2017,Slovakia,J01E,Sulfonamides and trimethoprim,0.407,0.0203342289407716
2017,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",4.813,0.2409441842164722
2017,Slovakia,J01G,Aminoglycoside antibacterials,0.086,0.0043020597669398
2017,Slovakia,J01M,Quinolone antibacterials,2.4,0.1201077712782114
2017,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2017,Slovakia,J01X,Other antibacterials,0.242,0.0120658933572802
2018,Slovakia,J01A,Tetracyclines,1.746,0.0793520102350447
2018,Slovakia,J01B,Amphenicols,0.001,1.500233081666961e-05
2018,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",5.344,0.242910330341323
2018,Slovakia,J01D,Other beta-lactam antibacterials,6.702,0.304640375491065
2018,Slovakia,J01E,Sulfonamides and trimethoprim,0.406,0.0184391374987259
2018,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",4.854,0.2206560546543095
2018,Slovakia,J01G,Aminoglycoside antibacterials,0.121,0.0055003545550849
2018,Slovakia,J01M,Quinolone antibacterials,2.344,0.1065350971346367
2018,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2018,Slovakia,J01X,Other antibacterials,0.483,0.0219516377589936
2019,Slovakia,J01A,Tetracyclines,1.726,0.0891683319187735
2019,Slovakia,J01B,Amphenicols,0.001,1.597194726466188e-05
2019,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",5.143,0.265796927803697
2019,Slovakia,J01D,Other beta-lactam antibacterials,5.264,0.2720851196241992
2019,Slovakia,J01E,Sulfonamides and trimethoprim,0.486,0.0250882592231534
2019,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",4.723,0.2441065065267889
2019,Slovakia,J01G,Aminoglycoside antibacterials,0.082,0.0042377349401077
2019,Slovakia,J01M,Quinolone antibacterials,1.663,0.0859411715449163
2019,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2019,Slovakia,J01X,Other antibacterials,0.263,0.013559976471099
2020,Slovakia,J01A,Tetracyclines,1.697,0.1176491921503363
2020,Slovakia,J01B,Amphenicols,0.001,1.900006934331877e-05
2020,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",3.554,0.246400735039179
2020,Slovakia,J01D,Other beta-lactam antibacterials,3.69,0.2558305249289231
2020,Slovakia,J01E,Sulfonamides and trimethoprim,0.439,0.0303842313293114
2020,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",3.462,0.2400185146661119
2020,Slovakia,J01G,Aminoglycoside antibacterials,0.072,0.0049640801608765
2020,Slovakia,J01M,Quinolone antibacterials,1.317,0.0913054573191873
2020,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2020,Slovakia,J01X,Other antibacterials,0.194,0.0134282643367311
2021,Slovakia,J01A,Tetracyclines,1.799,0.1126171251358385
2021,Slovakia,J01B,Amphenicols,0.001,2.029238953346106e-05
2021,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",3.542,0.2218144815886336
2021,Slovakia,J01D,Other beta-lactam antibacterials,3.997,0.2503329298446373
2021,Slovakia,J01E,Sulfonamides and trimethoprim,0.488,0.030524075385726
2021,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",4.463,0.2795210895860772
2021,Slovakia,J01G,Aminoglycoside antibacterials,0.074,0.0046153286330564
2021,Slovakia,J01M,Quinolone antibacterials,1.359,0.0850948202610991
2021,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2021,Slovakia,J01X,Other antibacterials,0.247,0.0154598571753983
2022,Slovakia,J01A,Tetracyclines,1.794,0.0862456145582358
2022,Slovakia,J01B,Amphenicols,0.001,1.043680430823586e-05
2022,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",4.849,0.2332047169545886
2022,Slovakia,J01D,Other beta-lactam antibacterials,5.385,0.2589532751004542
2022,Slovakia,J01E,Sulfonamides and trimethoprim,0.578,0.0277658914173156
2022,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.483,0.3117990958456949
2022,Slovakia,J01G,Aminoglycoside antibacterials,0.065,0.0030888612123863
2022,Slovakia,J01M,Quinolone antibacterials,1.433,0.0688906037739388
2022,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2022,Slovakia,J01X,Other antibacterials,0.209,0.0100415043330773
2023,Slovakia,J01A,Tetracyclines,1.825,0.0909641739441492
2023,Slovakia,J01B,Amphenicols,0.001,8.673708687910642e-06
2023,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",5.295,0.2639244055381531
2023,Slovakia,J01D,Other beta-lactam antibacterials,4.765,0.2375217359899541
2023,Slovakia,J01E,Sulfonamides and trimethoprim,0.646,0.0321838459353929
2023,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",5.788,0.2884800736248321
2023,Slovakia,J01G,Aminoglycoside antibacterials,0.066,0.0032507963486477
2023,Slovakia,J01M,Quinolone antibacterials,1.448,0.0721425750336866
2023,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2023,Slovakia,J01X,Other antibacterials,0.232,0.0115237198764963
2024,Slovakia,J01A,Tetracyclines,1.452,0.0712143825454442
2024,Slovakia,J01B,Amphenicols,0.001,1.157531560024412e-05
2024,Slovakia,J01C,"Beta-lactam antibacterials, penicillins",5.167,0.2534002857435323
2024,Slovakia,J01D,Other beta-lactam antibacterials,5.109,0.2505492757016027
2024,Slovakia,J01E,Sulfonamides and trimethoprim,0.67,0.0328191587953294
2024,Slovakia,J01F,"Macrolides, lincosamides and streptogramins",6.331,0.3105030833256451
2024,Slovakia,J01G,Aminoglycoside antibacterials,0.055,0.002684345116465
2024,Slovakia,J01M,Quinolone antibacterials,1.376,0.0674563778591091
2024,Slovakia,J01R,Combinations of antibacterials,0.0,0.0
2024,Slovakia,J01X,Other antibacterials,0.232,0.0113615155972718
2000,Slovenia,J01A,Tetracyclines,0.834,0.0487731379212671
2000,Slovenia,J01B,Amphenicols,0.001,1.715448840456115e-05
2000,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",8.389,0.4911155557954711
2000,Slovenia,J01D,Other beta-lactam antibacterials,0.962,0.0562742746256779
2000,Slovenia,J01E,Sulfonamides and trimethoprim,1.276,0.0746508300489025
2000,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",3.861,0.2260202792984903
2000,Slovenia,J01G,Aminoglycoside antibacterials,0.086,0.0050198833986589
2000,Slovenia,J01M,Quinolone antibacterials,1.585,0.0927475858131326
2000,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2000,Slovenia,J01X,Other antibacterials,0.092,0.0053812986099946
2001,Slovenia,J01A,Tetracyclines,0.792,0.0478400315035897
2001,Slovenia,J01B,Amphenicols,0.001,1.317888884677287e-05
2001,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",8.445,0.5104757959731482
2001,Slovenia,J01D,Other beta-lactam antibacterials,0.857,0.0517996830658593
2001,Slovenia,J01E,Sulfonamides and trimethoprim,1.267,0.0765566489398521
2001,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",3.461,0.2092030115332809
2001,Slovenia,J01G,Aminoglycoside antibacterials,0.081,0.004870506233161
2001,Slovenia,J01M,Quinolone antibacterials,1.548,0.0935626145633855
2001,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2001,Slovenia,J01X,Other antibacterials,0.094,0.0056785292988764
2002,Slovenia,J01A,Tetracyclines,0.712,0.0456546055995028
2002,Slovenia,J01B,Amphenicols,0.001,9.820513743808983e-06
2002,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.766,0.4984257331350488
2002,Slovenia,J01D,Other beta-lactam antibacterials,1.029,0.0660324283633638
2002,Slovenia,J01E,Sulfonamides and trimethoprim,1.153,0.0739726667502373
2002,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",3.116,0.199946815178509
2002,Slovenia,J01G,Aminoglycoside antibacterials,0.082,0.0052577618484337
2002,Slovenia,J01M,Quinolone antibacterials,1.64,0.1052182037920919
2002,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2002,Slovenia,J01X,Other antibacterials,0.086,0.0054819648190685
2003,Slovenia,J01A,Tetracyclines,0.727,0.0450088417694147
2003,Slovenia,J01B,Amphenicols,0.001,3.036385754096007e-06
2003,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",8.214,0.508969576468184
2003,Slovenia,J01D,Other beta-lactam antibacterials,1.064,0.0658867203792978
2003,Slovenia,J01E,Sulfonamides and trimethoprim,1.22,0.0755711797914027
2003,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",3.329,0.2062421026859806
2003,Slovenia,J01G,Aminoglycoside antibacterials,0.085,0.0052183697372231
2003,Slovenia,J01M,Quinolone antibacterials,1.424,0.0882058907494773
2003,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2003,Slovenia,J01X,Other antibacterials,0.079,0.0048942820332655
2004,Slovenia,J01A,Tetracyclines,0.623,0.0392840705063389
2004,Slovenia,J01B,Amphenicols,0.001,1.324211909470064e-06
2004,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.965,0.502206231627742
2004,Slovenia,J01D,Other beta-lactam antibacterials,1.073,0.0676505182807769
2004,Slovenia,J01E,Sulfonamides and trimethoprim,1.304,0.082193265701417
2004,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",3.364,0.2120632047605544
2004,Slovenia,J01G,Aminoglycoside antibacterials,0.093,0.0058363694044243
2004,Slovenia,J01M,Quinolone antibacterials,1.354,0.0853416741027471
2004,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2004,Slovenia,J01X,Other antibacterials,0.087,0.0054233414040896
2005,Slovenia,J01A,Tetracyclines,0.584,0.0379770490301961
2005,Slovenia,J01B,Amphenicols,0.001,1.081247193886707e-05
2005,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.448,0.4850939326986152
2005,Slovenia,J01D,Other beta-lactam antibacterials,1.082,0.0704237792051543
2005,Slovenia,J01E,Sulfonamides and trimethoprim,1.271,0.0827421158353146
2005,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",3.395,0.2210934262059538
2005,Slovenia,J01G,Aminoglycoside antibacterials,0.082,0.005296157188851
2005,Slovenia,J01M,Quinolone antibacterials,1.41,0.0917943694508326
2005,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2005,Slovenia,J01X,Other antibacterials,0.086,0.0055683579131434
2006,Slovenia,J01A,Tetracyclines,0.56,0.0399375934918927
2006,Slovenia,J01B,Amphenicols,0.001,6.42924190665598e-07
2006,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.152,0.5108792059743372
2006,Slovenia,J01D,Other beta-lactam antibacterials,0.897,0.0640683957041234
2006,Slovenia,J01E,Sulfonamides and trimethoprim,1.222,0.0872798163237023
2006,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",2.668,0.1905864468723167
2006,Slovenia,J01G,Aminoglycoside antibacterials,0.083,0.0058659688796117
2006,Slovenia,J01M,Quinolone antibacterials,1.332,0.0951355641374028
2006,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2006,Slovenia,J01X,Other antibacterials,0.088,0.0062463656924222
2007,Slovenia,J01A,Tetracyclines,0.586,0.0426150373240177
2007,Slovenia,J01B,Amphenicols,0.0,0.0
2007,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.899,0.5752747090678482
2007,Slovenia,J01D,Other beta-lactam antibacterials,0.919,0.0668822946978737
2007,Slovenia,J01E,Sulfonamides and trimethoprim,0.007,0.0004868745964712
2007,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",2.798,0.2037516655517469
2007,Slovenia,J01G,Aminoglycoside antibacterials,0.073,0.0052733944700222
2007,Slovenia,J01M,Quinolone antibacterials,1.369,0.0996489914558424
2007,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2007,Slovenia,J01X,Other antibacterials,0.084,0.0060670328361774
2008,Slovenia,J01A,Tetracyclines,0.535,0.0413110479861321
2008,Slovenia,J01B,Amphenicols,0.001,1.035004548999471e-05
2008,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.496,0.5789284814173816
2008,Slovenia,J01D,Other beta-lactam antibacterials,0.807,0.0622967693259872
2008,Slovenia,J01E,Sulfonamides and trimethoprim,0.005,0.0003605523309499
2008,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",2.612,0.2017469486482493
2008,Slovenia,J01G,Aminoglycoside antibacterials,0.071,0.0054301436424111
2008,Slovenia,J01M,Quinolone antibacterials,1.338,0.1032695098550584
2008,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2008,Slovenia,J01X,Other antibacterials,0.087,0.0066461967483401
2009,Slovenia,J01A,Tetracyclines,0.061,0.0048731329628044
2009,Slovenia,J01B,Amphenicols,0.001,8.057428840615759e-07
2009,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.6,0.612335101697241
2009,Slovenia,J01D,Other beta-lactam antibacterials,0.808,0.0650412576615069
2009,Slovenia,J01E,Sulfonamides and trimethoprim,0.006,0.0004447700720019
2009,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",2.465,0.1985997477863624
2009,Slovenia,J01G,Aminoglycoside antibacterials,0.07,0.0055851679494496
2009,Slovenia,J01M,Quinolone antibacterials,1.312,0.1057026694342323
2009,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2009,Slovenia,J01X,Other antibacterials,0.093,0.0074173466935172
2010,Slovenia,J01A,Tetracyclines,0.107,0.0087023081046455
2010,Slovenia,J01B,Amphenicols,0.0,0.0
2010,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.632,0.6232237779301437
2010,Slovenia,J01D,Other beta-lactam antibacterials,0.747,0.060921464860357
2010,Slovenia,J01E,Sulfonamides and trimethoprim,0.007,0.0005049254526526
2010,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",2.234,0.1824313708068648
2010,Slovenia,J01G,Aminoglycoside antibacterials,0.073,0.0059084362647374
2010,Slovenia,J01M,Quinolone antibacterials,1.343,0.1096367672619501
2010,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2010,Slovenia,J01X,Other antibacterials,0.107,0.0086709493186487
2011,Slovenia,J01A,Tetracyclines,0.338,0.0273838140781825
2011,Slovenia,J01B,Amphenicols,0.0,0.0
2011,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.673,0.6225576624022596
2011,Slovenia,J01D,Other beta-lactam antibacterials,0.677,0.0549171724843305
2011,Slovenia,J01E,Sulfonamides and trimethoprim,0.005,0.0003389292772172
2011,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",2.088,0.1694175763676145
2011,Slovenia,J01G,Aminoglycoside antibacterials,0.065,0.0052732429657163
2011,Slovenia,J01M,Quinolone antibacterials,1.314,0.106541124081627
2011,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2011,Slovenia,J01X,Other antibacterials,0.168,0.013570478343052
2012,Slovenia,J01A,Tetracyclines,0.439,0.0360264955667684
2012,Slovenia,J01B,Amphenicols,0.0,0.0
2012,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.66,0.6286778800165165
2012,Slovenia,J01D,Other beta-lactam antibacterials,0.613,0.0502625238351189
2012,Slovenia,J01E,Sulfonamides and trimethoprim,0.007,0.0004939172587641
2012,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",1.911,0.1567914813143255
2012,Slovenia,J01G,Aminoglycoside antibacterials,0.056,0.0045803480187951
2012,Slovenia,J01M,Quinolone antibacterials,1.289,0.1057822543851161
2012,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2012,Slovenia,J01X,Other antibacterials,0.212,0.0173850996045953
2013,Slovenia,J01A,Tetracyclines,0.473,0.0382497586559005
2013,Slovenia,J01B,Amphenicols,0.0,0.0
2013,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.738,0.626826688849692
2013,Slovenia,J01D,Other beta-lactam antibacterials,0.595,0.0481796222296468
2013,Slovenia,J01E,Sulfonamides and trimethoprim,0.006,0.0004373197210616
2013,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",1.895,0.1534646286282225
2013,Slovenia,J01G,Aminoglycoside antibacterials,0.053,0.0042314207171265
2013,Slovenia,J01M,Quinolone antibacterials,1.307,0.1058807917317893
2013,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2013,Slovenia,J01X,Other antibacterials,0.281,0.0227297694665606
2014,Slovenia,J01A,Tetracyclines,0.465,0.0380989040977837
2014,Slovenia,J01B,Amphenicols,0.0,0.0
2014,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.496,0.6152140199974967
2014,Slovenia,J01D,Other beta-lactam antibacterials,0.584,0.0478506897351244
2014,Slovenia,J01E,Sulfonamides and trimethoprim,0.011,0.0008771321463966
2014,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",1.889,0.1550080535783536
2014,Slovenia,J01G,Aminoglycoside antibacterials,0.062,0.0050886303992317
2014,Slovenia,J01M,Quinolone antibacterials,1.322,0.1084457722304411
2014,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2014,Slovenia,J01X,Other antibacterials,0.359,0.0294167978151719
2015,Slovenia,J01A,Tetracyclines,0.429,0.0342853498387322
2015,Slovenia,J01B,Amphenicols,0.0,0.0
2015,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.567,0.6047650004299835
2015,Slovenia,J01D,Other beta-lactam antibacterials,0.614,0.0490348229091372
2015,Slovenia,J01E,Sulfonamides and trimethoprim,0.01,0.0007731710755693
2015,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",1.984,0.1585285229315476
2015,Slovenia,J01G,Aminoglycoside antibacterials,0.062,0.0049072466446101
2015,Slovenia,J01M,Quinolone antibacterials,1.377,0.1100158342623002
2015,Slovenia,J01R,Combinations of antibacterials,0.0,0.0
2015,Slovenia,J01X,Other antibacterials,0.472,0.0376900519081197
2016,Slovenia,J01A,Tetracyclines,0.502,0.038655990123277
2016,Slovenia,J01B,Amphenicols,0.0,0.0
2016,Slovenia,J01C,"Beta-lactam antibacterials, penicillins",7.43,0.5729653089977329
2016,Slovenia,J01D,Other beta-lactam antibacterials,0.632,0.048710405264624
2016,Slovenia,J01E,Sulfonamides and trimethoprim,0.798,0.0615085602276187
2016,Slovenia,J01F,"Macrolides, lincosamides and streptogramins",1.718,0.1324742924782227
